Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
32002,237,864,31,45,9999,0,1500,0,3603,6074,2,2,1171,441,1804,1,0,60,60,95,0,0,0,53,0,1824,1920,3252,1102,0,19,63,47,37,33,15,19,5,5,28,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
33002,237,864,31,45,9999,0,1500,0,3603,6355,2,2,1171,441,1804,1,0,60,60,95,0,0,0,79,0,1824,1920,3254,1081,0,26,63,36,42,35,26,19,10,13,28,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
34006,237,864,30,45,9999,0,1500,0,3600,6253,2,2,1171,441,1804,1,0,60,60,94,0,0,0,55,0,1824,1920,3297,1083,0,25,64,64,52,68,10,15,25,10,28,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
35002,237,864,30,45,9999,0,1500,0,3600,6501,2,2,1171,441,1804,1,0,60,60,94,0,0,0,60,0,1824,1920,3245,1075,0,19,61,42,33,33,19,10,5,0,28,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
36003,237,864,30,45,9999,0,1500,0,3600,5932,2,2,1171,441,1353,1,0,60,60,96,0,0,0,50,0,1824,1920,3482,1346,187,23,66,33,36,36,19,22,23,0,32,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,40,37,1,100,0,0,1,18,37,0,1,99,0,0,0,187,121
37002,237,864,30,45,9999,0,1500,0,3600,6249,2,2,1171,441,1555,1,0,60,60,99,0,0,0,40,0,1824,1920,3475,1164,0,23,61,31,42,41,5,10,23,14,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,29,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
38006,252,864,30,45,9999,0,1500,0,3600,6472,2,2,1171,441,1804,1,0,60,60,98,0,0,0,68,0,1824,1920,3164,1179,0,19,60,33,26,35,0,5,19,14,29,0,0,7205,893,0,857,1,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
39002,252,864,30,45,9999,0,1500,0,3600,6537,2,2,1171,441,1804,1,0,60,60,98,0,0,0,41,0,1824,1920,3409,1176,0,29,58,47,44,44,19,29,15,0,29,0,0,7205,893,0,857,1,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,19,38,0,0,100,0,0,0,0,121
40003,252,864,30,45,9999,0,1500,0,3600,5911,2,2,1171,441,1804,1,0,60,60,96,0,0,0,50,0,1824,1920,3139,1131,0,21,68,38,45,50,5,5,21,10,29,0,0,7205,893,0,857,1,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,42,30,2,100,0,0,1,19,33,4,0,100,0,0,0,0,121
41003,252,864,30,45,9999,0,1500,0,3600,6663,2,2,1171,441,1804,1,0,60,60,96,0,0,0,38,0,1824,1920,3366,1132,0,19,63,31,33,50,15,5,19,14,29,0,0,7205,893,0,857,1,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,30,30,1,100,0,0,1,17,38,0,1,99,0,0,0,0,121
